1,analyze,https://www.handspeak.com/word/a/analyze.mp4
2,introspect,https://www.handspeak.com/word/i/introspect.mp4
3,abandon,https://www.handspeak.com/word/a/abandon.mp4
4,abbreviate,https://www.handspeak.com/word/a/abbreviate.mp4
5,stillborn,https://www.handspeak.com/word/s/stillborn.mp4
6,about,https://www.handspeak.com/word/a/about.mp4
7,regarding,https://www.handspeak.com/word/r/regarding.mp4
8,above,https://www.handspeak.com/word/a/above.mp4
9,abstract art,https://www.handspeak.com/word/a/abstract-art.mp4
10,accept,https://www.handspeak.com/word/a/accept.mp4
11,baby,https://www.handspeak.com/word/b/baby.mp4
12,bacon,https://www.handspeak.com/word/b/bacon.mp4
13,rear-facing,https://www.handspeak.com/word/r/rear-facing-carseat.mp4
14,backbone,https://www.handspeak.com/word/b/backbone.mp4
15,backstroke,https://www.handspeak.com/word/b/backstroke.mp4
16,back and forth,https://www.handspeak.com/word/b/back-forth.mp4
17,cake,https://www.handspeak.com/word/c/cake-fs.mp4
18,calculator,https://www.handspeak.com/word/c/calculator.mp4
19,Calgary,https://www.handspeak.com/word/c/calgary.mp4
20,Calgary Flames,https://www.handspeak.com/word/c/calgary-flames.mp4
21,accident,https://www.handspeak.com/word/a/accident.mp4
22,accidental,https://www.handspeak.com/word/a/accidental.mp4
23,accounting,https://www.handspeak.com/word/a/accounting.mp4
24,across,https://www.handspeak.com/word/a/across.mp4
25,active,https://www.handspeak.com/word/a/active.mp4
26,activity,https://www.handspeak.com/word/a/activity.mp4
27,plus,https://www.handspeak.com/word/p/plus.mp4
28,add,https://www.handspeak.com/word/a/add.mp4
29,addictive,https://www.handspeak.com/word/a/addictive.mp4
30,address,https://www.handspeak.com/word/a/address.mp4
31,admire,https://www.handspeak.com/word/a/admire.mp4
32,admit,https://www.handspeak.com/word/a/admit.mp4
33,adult education,https://www.handspeak.com/word/a/adult-education.mp4
34,privilege,https://www.handspeak.com/word/p/privilege.mp4
35,take charge,https://www.handspeak.com/word/t/take-charge.mp4
36,adventurous,https://www.handspeak.com/word/a/adventure.mp4
37,advertise,https://www.handspeak.com/word/a/advertise.mp4
38,advertisement,https://www.handspeak.com/word/a/advertisement.mp4
39,advice,https://www.handspeak.com/word/a/advice.mp4
40,advocacy,https://www.handspeak.com/word/a/advocacy.mp4
41,aesthetics,https://www.handspeak.com/word/a/aesthetics.mp4
42,harvest,https://www.handspeak.com/word/h/harvest.mp4
43,affiliate,https://www.handspeak.com/word/a/affiliate.mp4
44,update,https://www.handspeak.com/word/u/update.mp4
45,Afghanistan,https://www.handspeak.com/word/a/afghanistan.mp4
46,Afghan,https://www.handspeak.com/word/a/afghanistan-v.mp4
47,afraid,https://www.handspeak.com/word/a/afraid.mp4
48,Africa,https://www.handspeak.com/word/a/africa.mp4
49,after,https://www.handspeak.com/word/a/after.mp4
50,afternoon,https://www.handspeak.com/word/a/afternoon.mp4
51,again,https://www.handspeak.com/word/a/again.mp4
52,against,https://www.handspeak.com/word/a/against.mp4
53,aggressive,https://www.handspeak.com/word/a/aggressive.mp4
54,agree,https://www.handspeak.com/word/a/agree.mp4
55,ahead,https://www.handspeak.com/word/a/ahead.mp4
56,airplane,https://www.handspeak.com/word/a/airplane.mp4
57,airport,https://www.handspeak.com/word/a/airport.mp4
58,alarm,https://www.handspeak.com/word/a/alarm.mp4
59,alcoholism,https://www.handspeak.com/word/a/alcoholic-aa.mp4
60,all,https://www.handspeak.com/word/a/all.mp4
61,everybody,https://www.handspeak.com/word/e/everybody.mp4
62,all right,https://www.handspeak.com/word/a/all-right.mp4
63,allergy,https://www.handspeak.com/word/a/allergy.mp4
64,allergy attack,https://www.handspeak.com/word/a/allergy-attack.mp4
65,allow,https://www.handspeak.com/word/a/allow.mp4
66,almost,https://www.handspeak.com/word/a/almost.mp4
67,by a hair,https://www.handspeak.com/word/b/by-hair.mp4
68,alone,https://www.handspeak.com/word/a/alone.mp4
69,also,https://www.handspeak.com/word/a/also.mp4
70,altogether,https://www.handspeak.com/word/a/altogether.mp4
71,always,https://www.handspeak.com/word/a/always.mp4
72,ambulance,https://www.handspeak.com/word/a/ambulance.mp4
73,America,https://www.handspeak.com/word/a/america.mp4
74,North America,https://www.handspeak.com/word/n/north-america.mp4
75,South America,https://www.handspeak.com/word/s/south-america2.mp4
76,flu,https://www.handspeak.com/word/f/flu-fs.mp4
77,first aid,https://www.handspeak.com/word/f/first-aid.mp4
78,fracture,https://www.handspeak.com/word/f/fracture.mp4
79,and,https://www.handspeak.com/word/a/and.mp4
80,angel,https://www.handspeak.com/word/a/angel.mp4
81,angry,https://www.handspeak.com/word/a/angry.mp4
82,animal,https://www.handspeak.com/word/a/animal.mp4
83,animation,https://www.handspeak.com/word/a/animation.mp4
84,apology,https://www.handspeak.com/word/a/apology.mp4
85,announce,https://www.handspeak.com/word/a/announce.mp4
86,annoyed,https://www.handspeak.com/word/a/annoyed.mp4
87,annual,https://www.handspeak.com/word/a/annual.mp4
88,anoint,https://www.handspeak.com/word/a/anoint.mp4
89,another,https://www.handspeak.com/word/a/another.mp4
90,answer,https://www.handspeak.com/word/a/answer.mp4
91,any,https://www.handspeak.com/word/a/any.mp4
92,anything,https://www.handspeak.com/word/a/anything2.mp4
93,anytime,https://www.handspeak.com/word/a/any-time.mp4
94,apart,https://www.handspeak.com/word/a/apart.mp4
95,appear,https://www.handspeak.com/word/a/appear-showup.mp4
96,appearance,https://www.handspeak.com/word/a/appearance.mp4
97,apple,https://www.handspeak.com/word/a/apple.mp4
98,appoint,https://www.handspeak.com/word/a/appoint.mp4
99,approach,https://www.handspeak.com/word/a/approach.mp4
100,tactic,https://www.handspeak.com/word/t/tactic-plan.mp4
101,appropriation,https://www.handspeak.com/word/a/appropriation.mp4
102,approve,https://www.handspeak.com/word/a/approve.mp4
103,up to now,https://www.handspeak.com/word/u/up-to-now.mp4
104,argue,https://www.handspeak.com/word/a/argue.mp4
105,arm,https://www.handspeak.com/word/a/arm.mp4
106,armadillo,https://www.handspeak.com/word/a/armadillo.mp4
107,army,https://www.handspeak.com/word/a/army.mp4
108,around,https://www.handspeak.com/word/a/around-env.mp4
109,surrounding,https://www.handspeak.com/word/s/surrounding.mp4
110,arrest,https://www.handspeak.com/word/a/arrest.mp4
111,detain,https://www.handspeak.com/word/d/detain.mp4
112,seize,https://www.handspeak.com/word/s/seize.mp4
113,arrive,https://www.handspeak.com/word/a/arrive.mp4
114,art,https://www.handspeak.com/word/a/art.mp4
115,flicker,https://www.handspeak.com/word/f/flicker.mp4
116,article,https://www.handspeak.com/word/a/article.mp4
117,ask,https://www.handspeak.com/word/a/ask.mp4
118,ask away,https://www.handspeak.com/word/a/ask-away.mp4
119,ask out,https://www.handspeak.com/word/a/ask-out.mp4
120,ASL,https://www.handspeak.com/word/a/asl-fs.mp4
121,rote learning,https://www.handspeak.com/word/r/rote-learning.mp4
122,association,https://www.handspeak.com/word/a/association.mp4
123,asthma,https://www.handspeak.com/word/a/asthma.mp4
124,athlete,https://www.handspeak.com/word/a/athlete.mp4
125,attention,https://www.handspeak.com/word/a/attention.mp4
126,hear,https://www.handspeak.com/word/h/hear-sound.mp4
127,attract attention,https://www.handspeak.com/word/a/attract-attention.mp4
128,attitude,https://www.handspeak.com/word/a/attitude.mp4
129,attractive,https://www.handspeak.com/word/a/attract.mp4
130,auction,https://www.handspeak.com/word/a/auction.mp4
131,audiology,https://www.handspeak.com/word/a/audiology.mp4
132,aunt,https://www.handspeak.com/word/a/aunt.mp4
133,Australia,https://www.handspeak.com/word/a/australia.mp4
134,Australian,https://www.handspeak.com/word/a/australia2.mp4
135,Austria,https://www.handspeak.com/word/a/austria.mp4
136,Austrian,https://www.handspeak.com/word/a/austria2.mp4
137,author,https://www.handspeak.com/word/a/author.mp4
138,automatic,https://www.handspeak.com/word/a/automatic.mp4
139,median,https://www.handspeak.com/word/m/median.mp4
140,average,https://www.handspeak.com/word/a/average-divide.mp4
141,avoid,https://www.handspeak.com/word/a/avoid.mp4
142,award,https://www.handspeak.com/word/a/award-verb.mp4
143,prize,https://www.handspeak.com/word/p/prize-fs.mp4
144,away,https://www.handspeak.com/word/a/away.mp4
145,awe,https://www.handspeak.com/word/a/awe.mp4
146,awestruck,https://www.handspeak.com/word/a/awestruck.mp4
147,awful,https://www.handspeak.com/word/a/awful.mp4
148,awkward,https://www.handspeak.com/word/a/awkward.mp4
149,backward,https://www.handspeak.com/word/b/backward.mp4
150,bad,https://www.handspeak.com/word/b/bad.mp4
151,bagel,https://www.handspeak.com/word/b/bagel.mp4
152,Bahrain,https://www.handspeak.com/word/b/bahrain.mp4
153,bald,https://www.handspeak.com/word/b/bald.mp4
154,ball,https://www.handspeak.com/word/b/ball.mp4
155,balloon,https://www.handspeak.com/word/b/balloon.mp4
156,banana,https://www.handspeak.com/word/b/banana.mp4
157,basement,https://www.handspeak.com/word/b/basement.mp4
158,basic,https://www.handspeak.com/word/b/basic.mp4
159,basketball,https://www.handspeak.com/word/b/basketball.mp4
160,basking,https://www.handspeak.com/word/b/basking.mp4
161,battery,https://www.handspeak.com/word/b/battery.mp4
162,bark,https://www.handspeak.com/word/b/bark.mp4
163,baseball,https://www.handspeak.com/word/b/baseball.mp4
164,bath,https://www.handspeak.com/word/b/bath.mp4
165,bawl out,https://www.handspeak.com/word/b/bawl-out.mp4
166,been to,https://www.handspeak.com/word/b/been-to.mp4
167,beach,https://www.handspeak.com/word/b/beach.mp4
168,bear,https://www.handspeak.com/word/b/bear.mp4
169,beat (defeat),https://www.handspeak.com/word/b/beat-it.mp4
170,beat (sound),https://www.handspeak.com/word/b/beat-sound.mp4
171,beautiful,https://www.handspeak.com/word/b/beautiful.mp4
172,because,https://www.handspeak.com/word/b/because.mp4
173,as,https://www.handspeak.com/word/a/as-since.mp4
174,become,https://www.handspeak.com/word/b/become.mp4
175,bed,https://www.handspeak.com/word/b/bed.mp4
176,bedroom,https://www.handspeak.com/word/b/bedroom.mp4
177,before,https://www.handspeak.com/word/b/before.mp4
178,hitherto,https://www.handspeak.com/word/b/hitherto.mp4
179,predecessor,https://www.handspeak.com/word/p/predecessor.mp4
180,beg,https://www.handspeak.com/word/b/beg.mp4
181,petition,https://www.handspeak.com/word/p/petition.mp4
182,behind,https://www.handspeak.com/word/b/behind.mp4
183,believe,https://www.handspeak.com/word/b/believe.mp4
184,below,https://www.handspeak.com/word/b/below.mp4
185,belt,https://www.handspeak.com/word/b/belt-waist.mp4
186,benefit,https://www.handspeak.com/word/b/benefit.mp4
187,Bern,https://www.handspeak.com/word/b/bern-ch.mp4
188,best,https://www.handspeak.com/word/b/best.mp4
189,better,https://www.handspeak.com/word/b/better.mp4
190,between,https://www.handspeak.com/word/b/between.mp4
191,Bhaktapur,https://www.handspeak.com/word/b/bhaktapur.mp4
192,bible,https://www.handspeak.com/word/b/bible.mp4
193,bicycle,https://www.handspeak.com/word/b/bicycle.mp4
194,bid,https://www.handspeak.com/word/b/bid.mp4
195,big,https://www.handspeak.com/word/b/big.mp4
196,bin Laden, Osama,https://www.handspeak.com/word/b/bin-laden.mp4
197,binocular,https://www.handspeak.com/word/b/binocular.mp4
198,bird,https://www.handspeak.com/word/b/bird.mp4
199,birthday,https://www.handspeak.com/word/b/birthday.mp4
200,birthdate,https://www.handspeak.com/word/b/birthdate.mp4
201,what else,https://www.handspeak.com/word/w/what-else.mp4
202,bite,https://www.handspeak.com/word/b/bite-something.mp4
203,gnaw,https://www.handspeak.com/word/g/gnaw-bite.mp4
204,hearing impaired,https://www.handspeak.com/word/h/hearing- impaired.mp4
205,bitter,https://www.handspeak.com/word/b/bitter.mp4
206,acid,https://www.handspeak.com/word/a/acid-fs.mp4
207,board of directors,https://www.handspeak.com/word/b/board-org.mp4
208,boat,https://www.handspeak.com/word/b/boat.mp4
209,body,https://www.handspeak.com/word/b/body.mp4
210,book,https://www.handspeak.com/word/b/book.mp4
211,book art,https://www.handspeak.com/word/b/book-art.mp4
212,bookcase,https://www.handspeak.com/word/b/bookcase.mp4
213,bored,https://www.handspeak.com/word/b/bored.mp4
214,bland,https://www.handspeak.com/word/b/bland-taste.mp4
215,born,https://www.handspeak.com/word/b/born.mp4
216,borrow,https://www.handspeak.com/word/b/borrow.mp4
217,bother,https://www.handspeak.com/word/b/bother.mp4
218,bottle,https://www.handspeak.com/word/b/bottle.mp4
219,bottom,https://www.handspeak.com/word/b/bottom.mp4
220,bounce,https://www.handspeak.com/word/b/bounce-ball.mp4
221,bounce rate,https://www.handspeak.com/word/b/bounce.mp4
222,bowl,https://www.handspeak.com/word/b/bowl.mp4
223,boy,https://www.handspeak.com/word/b/boy.mp4
224,boyfriend,https://www.handspeak.com/word/b/boyfriend.mp4
225,black,https://www.handspeak.com/word/b/black.mp4
226,blame,https://www.handspeak.com/word/b/blame.mp4
227,bless,https://www.handspeak.com/word/b/bless.mp4
228,blind,https://www.handspeak.com/word/b/blind.mp4
229,gentleman,https://www.handspeak.com/word/g/gentleman.mp4
230,blonde,https://www.handspeak.com/word/b/blonde.mp4
231,blood,https://www.handspeak.com/word/b/blood.mp4
232,blue,https://www.handspeak.com/word/b/blue.mp4
233,blur,https://www.handspeak.com/word/b/blur.mp4
234,Bolivia,https://www.handspeak.com/word/b/bolivia-bo.mp4
235,bomb,https://www.handspeak.com/word/b/bomb.mp4
236,boss,https://www.handspeak.com/word/b/boss.mp4
237,bossy,https://www.handspeak.com/word/b/bossy-command.mp4
238,both,https://www.handspeak.com/word/b/both.mp4
239,boxing,https://www.handspeak.com/word/b/boxing.mp4
240,brag,https://www.handspeak.com/word/b/brag.mp4
241,braid,https://www.handspeak.com/word/b/braid.mp4
242,brainstorm,https://www.handspeak.com/word/b/brainstorm.mp4
243,brainwash,https://www.handspeak.com/word/b/brainwash.mp4
244,braille,https://www.handspeak.com/word/b/braille.mp4
245,brave,https://www.handspeak.com/word/b/brave.mp4
246,bread,https://www.handspeak.com/word/b/bread.mp4
247,break,https://www.handspeak.com/word/b/break.mp4
248,break (recess),https://www.handspeak.com/word/b/break-recess.mp4
249,break down,https://www.handspeak.com/word/b/break-down.mp4
250,break up,https://www.handspeak.com/word/b/break-up.mp4
251,breakfast,https://www.handspeak.com/word/b/breakfast.mp4
252,breastfeed,https://www.handspeak.com/word/b/breastfeed.mp4
253,breaststroke,https://www.handspeak.com/word/b/breaststroke.mp4
254,breathe,https://www.handspeak.com/word/b/breathe.mp4
255,gulp,https://www.handspeak.com/word/g/gulp.mp4
256,Bremen,https://www.handspeak.com/word/b/bremen.mp4
257,brief,https://www.handspeak.com/word/b/brief-short.mp4
258,bright,https://www.handspeak.com/word/b/bright.mp4
259,brilliant,https://www.handspeak.com/word/b/brilliant.mp4
260,bring,https://www.handspeak.com/word/b/bring.mp4
261,Brisbane,https://www.handspeak.com/word/b/brisbane-au.mp4
262,broadcast,https://www.handspeak.com/word/b/broadcast.mp4
263,broke,https://www.handspeak.com/word/b/broke-empty.mp4
264,brother,https://www.handspeak.com/word/b/brother.mp4
265,brown,https://www.handspeak.com/word/b/brown-usa.mp4
266,brownnose,https://www.handspeak.com/word/b/brownnose.mp4
267,mollycoddle,https://www.handspeak.com/word/m/mollycoddle.mp4
268,bruise,https://www.handspeak.com/word/b/bruise-arm.mp4
269,discolor,https://www.handspeak.com/word/d/discolor.mp4
270,blemish,https://www.handspeak.com/word/b/blemish.mp4
271,birthmark,https://www.handspeak.com/word/b/birthmark.mp4
272,brush,https://www.handspeak.com/word/b/brush-comb.mp4
273,bubble blower,https://www.handspeak.com/word/b/bubble-blower.mp4
274,bubbles (fizz),https://www.handspeak.com/word/b/bubble-container.mp4
275,froth,https://www.handspeak.com/word/f/froth.mp4
276,Buddhism,https://www.handspeak.com/word/b/buddhism.mp4
277,hiccups,https://www.handspeak.com/word/h/hiccups.mp4
278,budget,https://www.handspeak.com/word/b/budget.mp4
279,bug,https://www.handspeak.com/word/b/bug-insect.mp4
280,build,https://www.handspeak.com/word/b/build.mp4
281,bull,https://www.handspeak.com/word/b/bull.mp4
282,yonder,https://www.handspeak.com/word/y/yonder.mp4
283,yourselves,https://www.handspeak.com/word/y/yourselves.mp4
284,burka,https://www.handspeak.com/word/b/burkha-mesh.mp4
285,dupatta,https://www.handspeak.com/word/d/dupatta.mp4
286,chador,https://www.handspeak.com/word/c/chador.mp4
287,pause,https://www.handspeak.com/word/p/pause.mp4
288,business,https://www.handspeak.com/word/b/business.mp4
289,busy,https://www.handspeak.com/word/b/busy.mp4
290,but,https://www.handspeak.com/word/b/but.mp4
291,butter,https://www.handspeak.com/word/b/butter.mp4
292,butterfly,https://www.handspeak.com/word/b/butterfly.mp4
293,button,https://www.handspeak.com/word/b/button.mp4
294,buy,https://www.handspeak.com/word/b/buy.mp4
295,purchase,https://www.handspeak.com/word/p/purchase.mp4
296,bye,https://www.handspeak.com/word/b/bye-wave.mp4
297,bye-bye,https://www.handspeak.com/word/b/bye-bye.mp4
298,call (give name),https://www.handspeak.com/word/c/call-name.mp4
299,call (by phone),https://www.handspeak.com/word/c/call-phone.mp4
300,call (summon),https://www.handspeak.com/word/c/call-summon.mp4
301,calm,https://www.handspeak.com/word/c/calm.mp4
302,serene,https://www.handspeak.com/word/s/serene2.mp4
303,camera,https://www.handspeak.com/word/c/camera.mp4
304,julienne,https://www.handspeak.com/word/j/julienne.mp4
305,camping,https://www.handspeak.com/word/c/camping.mp4
306,radar,https://www.handspeak.com/word/r/radar-sound2.mp4
307,can,https://www.handspeak.com/word/c/can.mp4
308,cannot,https://www.handspeak.com/word/c/cannot.mp4
309,Canada,https://www.handspeak.com/word/c/canada.mp4
310,phoneme,https://www.handspeak.com/word/p/phoneme.mp4
311,syllable,https://www.handspeak.com/word/s/syllable2.mp4
312,cancel,https://www.handspeak.com/word/c/cancel.mp4
313,cancer,https://www.handspeak.com/word/c/cancer-fs.mp4
314,candle,https://www.handspeak.com/word/c/candle.mp4
315,candy,https://www.handspeak.com/word/c/candy-sweet.mp4
316,capitalism,https://www.handspeak.com/word/c/capitalism.mp4
317,capture,https://www.handspeak.com/word/c/capture.mp4
318,carjacking,https://www.handspeak.com/word/c/carjacking.mp4
319,car,https://www.handspeak.com/word/c/car2.mp4
320,get in (vehicle),https://www.handspeak.com/word/g/get-in-vehicle.mp4
321,car racing,https://www.handspeak.com/word/c/car-racing.mp4
322,bumper car,https://www.handspeak.com/word/b/bumper-car.mp4
323,life,https://www.handspeak.com/word/l/life.mp4
324,pull up (vehicle),https://www.handspeak.com/word/p/pull-up-vehicle.mp4
325,pull up (vehicle 2),https://www.handspeak.com/word/p/pull-up-vehicle2.mp4
326,lean on,https://www.handspeak.com/word/c/lean-on-car.mp4
327,car insurance,https://www.handspeak.com/word/c/car-insurance.mp4
328,careful,https://www.handspeak.com/word/c/careful.mp4
329,couldn't care less,https://www.handspeak.com/word/c/could-care-less.mp4
330,care about,https://www.handspeak.com/word/c/care-about.mp4
331,care,https://www.handspeak.com/word/c/care-for.mp4
332,carry,https://www.handspeak.com/word/c/carry.mp4
333,caste,https://www.handspeak.com/word/c/caste.mp4
334,cat,https://www.handspeak.com/word/c/cat.mp4
335,catcall,https://www.handspeak.com/word/c/catcall.mp4
336,catch,https://www.handspeak.com/word/c/catch.mp4
337,catch 22,https://www.handspeak.com/word/c/catch-22.mp4
338,Catholic,https://www.handspeak.com/word/c/catholic.mp4
